genome,fragment,original_removed_start,original_removed_stop,original_removed_length,inserted_gene_id,inserted_gene_header,inserted_gene_length,inserted_start,inserted_stop,strand
Akkermansia_muciniphila,Akkermansia_muciniphila,1706143,1706439,297,MEG_3539|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|LDE,MEG_3539|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|LDE,1209,1706143,1707351,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4192758,4193726,969,MEG_7422|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,MEG_7422|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,699,4170887,4171585,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4248330,4248573,244,MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,933,4226189,4227121,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4248882,4249117,236,MEG_4307|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,MEG_4307|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,1968,4227430,4229397,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4252209,4253852,1644,MEG_3896|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,MEG_3896|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,351,4232489,4232839,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4279690,4280880,1191,MEG_7617|Drugs|Glycopeptides|VanA-type_accessory_protein|VANZA,MEG_7617|Drugs|Glycopeptides|VanA-type_accessory_protein|VANZA,480,4258677,4259156,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4371975,4372313,339,MEG_7789|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEF,MEG_7789|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEF,3114,4350251,4353364,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4372532,4373356,825,MEG_7610|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,MEG_7610|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,969,4353583,4354551,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4373477,4373749,273,MEG_1477|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,MEG_1477|Drugs|Glycopeptides|Bleomycin_resistance_protein|BRP,366,4354672,4355037,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4392383,4394505,2123,MEG_11312|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,MEG_11312|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,408,4373671,4374078,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4395918,4403365,7448,MEG_3011|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,MEG_3011|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,420,4375491,4375910,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4415880,4417732,1853,MEG_4199|Metals|Nickel_resistance|Nickel_resistance_protein|NIXA,MEG_4199|Metals|Nickel_resistance|Nickel_resistance_protein|NIXA,996,4388425,4389420,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4460035,4461201,1167,MEG_4179|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMA,MEG_4179|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMA,531,4431723,4432253,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4512960,4514365,1406,MEG_6163|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,MEG_6163|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,525,4484012,4484536,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4539420,4540070,651,MEG_7477|Drugs|Glycopeptides|VanD-type_regulator|VANRD,MEG_7477|Drugs|Glycopeptides|VanD-type_regulator|VANRD,699,4509591,4510289,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4546739,4546852,114,MEG_11510|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,MEG_11510|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,1920,4516958,4518877,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4556181,4556408,228,MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,MEG_3287|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPA,414,4528206,4528619,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4620924,4621670,747,MEG_3077|Biocides|Acid_resistance|Acid_resistance_protein|GADA,MEG_3077|Biocides|Acid_resistance|Acid_resistance_protein|GADA,852,4593135,4593986,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4636500,4637528,1029,MEG_7011|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET58,MEG_7011|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET58,1032,4608816,4609847,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4637607,4638539,933,MEG_1708|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,MEG_1708|Metals|Chromium_resistance|Chromium_resistance_protein|CHRA,1125,4609926,4611050,+
Escherichia_coli_B3008,Escherichia_coli_B3008,4673934,4674500,567,MEG_1951|Drugs|betalactams|Class_C_betalactamases|CMY,MEG_1951|Drugs|betalactams|Class_C_betalactamases|CMY,1149,4646445,4647593,+
Escherichia_coli_B766,E.coli.B766.final.genome,47522,48655,1134,MEG_4188|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI,MEG_4188|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMI,519,47522,48040,+
Escherichia_coli_B766,E.coli.B766.final.genome,49274,49740,467,MEG_2793|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,MEG_2793|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,738,48659,49396,+
Escherichia_coli_B766,E.coli.B766.final.genome,60952,61290,339,MEG_316|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,MEG_316|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,1440,60608,62047,+
Escherichia_coli_B766,E.coli.B766.final.genome,90720,92363,1644,MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,MEG_1701|Metals|Sodium_resistance|Sodium_resistance_protein|CHAA,1101,91477,92577,+
Escherichia_coli_B766,E.coli.B766.final.genome,115019,119564,4546,MEG_1759|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,MEG_1759|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,1260,115233,116492,+
Escherichia_coli_B766,E.coli.B766.final.genome,133595,135244,1650,MEG_1723|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CIPA,MEG_1723|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CIPA,1041,130523,131563,+
Escherichia_coli_B766,E.coli.B766.final.genome,140563,141027,465,MEG_4172|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,MEG_4172|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,762,136882,137643,+
Escherichia_coli_B766,E.coli.B766.final.genome,141113,141436,324,MEG_7323|Metals|Tungsten_Resistance|Tungsten_ABC_efflux_pumps|TUPA,MEG_7323|Metals|Tungsten_Resistance|Tungsten_ABC_efflux_pumps|TUPA,861,137729,138589,+
Escherichia_coli_B766,E.coli.B766.final.genome,158530,159045,516,MEG_8692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|SDRM,MEG_8692|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|SDRM,1344,155683,157026,+
Escherichia_coli_B766,E.coli.B766.final.genome,197937,198761,825,MEG_1745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEF,MEG_1745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|CMEF,3018,195918,198935,+
Escherichia_coli_B766,E.coli.B766.final.genome,215908,218030,2123,MEG_7420|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,MEG_7420|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,972,216082,217053,+
Escherichia_coli_B766,E.coli.B766.final.genome,218315,218606,292,MEG_717|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOX,MEG_717|Metals|Arsenic_resistance|Arsenite_oxidase_regulator|AIOX,921,217338,218258,+
Escherichia_coli_B766,E.coli.B766.final.genome,314203,315048,846,MEG_11313|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSX,MEG_11313|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSX,411,313855,314265,+
Escherichia_coli_B766,E.coli.B766.final.genome,324923,325825,903,MEG_6611|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,MEG_6611|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,840,324140,324979,+
Escherichia_coli_B766,E.coli.B766.final.genome,359306,361374,2069,MEG_8240|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_8240|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1620,358460,360079,+
Escherichia_coli_B766,E.coli.B766.final.genome,363879,364166,288,MEG_5276|Drugs|betalactams|Class_D_betalactamases|OXA,MEG_5276|Drugs|betalactams|Class_D_betalactamases|OXA,822,362584,363405,+
Escherichia_coli_B766,E.coli.B766.final.genome,422259,422884,626,MEG_2022|Metals|Copper_resistance|Copper_resistance_protein|COPA,MEG_2022|Metals|Copper_resistance|Copper_resistance_protein|COPA,1413,421498,422910,+
Escherichia_coli_B766,E.coli.B766.final.genome,463499,463635,137,MEG_1131|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,MEG_1131|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,453,463525,463977,+
Escherichia_coli_B766,E.coli.B766.final.genome,465210,466160,951,MEG_6962|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,MEG_6962|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,582,465552,466133,+
Escherichia_coli_B766,E.coli.B766.final.genome,556729,557769,1041,MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,633,556702,557334,+
Escherichia_coli_B766,E.coli.B766.final.genome,557856,559703,1848,MEG_137|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,MEG_137|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,564,557421,557984,+
Escherichia_coli_B766,E.coli.B766.final.genome,559796,560569,774,MEG_4322|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,MEG_4322|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,1968,558077,560044,+
Escherichia_coli_B766,E.coli.B766.final.genome,572951,573517,567,MEG_4195|Metals|Nickel_resistance|Nickel_resistance_protein|NIRA,MEG_4195|Metals|Nickel_resistance|Nickel_resistance_protein|NIRA,1071,572426,573496,+
Escherichia_coli_B766,E.coli.B766.final.genome,600747,601160,414,MEG_7450|Drugs|Glycopeptides|VanA-type_regulator|VANRA,MEG_7450|Drugs|Glycopeptides|VanA-type_regulator|VANRA,696,600726,601421,+
Escherichia_coli_B766,E.coli.B766.final.genome,601266,601700,435,MEG_2533|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2533|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,474,601527,602000,+
Escherichia_coli_B766,E.coli.B766.final.genome,613066,614256,1191,MEG_3741|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_MFS_efflux_pumps|MDRL,MEG_3741|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_MFS_efflux_pumps|MDRL,1194,613366,614559,+
Escherichia_coli_B766,E.coli.B766.final.genome,834145,835545,1401,MEG_2063|Metals|Copper_resistance|Copper_resistance_protein|COPL,MEG_2063|Metals|Copper_resistance|Copper_resistance_protein|COPL,420,834448,834867,+
Escherichia_coli_B766,E.coli.B766.final.genome,835915,836739,825,MEG_7255|Drugs|Glycopeptides|Bleomycin_resistance_protein|TLMB,MEG_7255|Drugs|Glycopeptides|Bleomycin_resistance_protein|TLMB,879,835237,836115,+
Escherichia_coli_B766,E.coli.B766.final.genome,837107,837835,729,MEG_11244|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,MEG_11244|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,423,836483,836905,+
Escherichia_coli_B766,E.coli.B766.final.genome,838198,841311,3114,MEG_6623|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,MEG_6623|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,852,837268,838119,+
Escherichia_coli_B766,E.coli.B766.final.genome,841336,842493,1158,MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,MEG_6617|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,816,838144,838959,+
Escherichia_coli_B766,E.coli.B766.final.genome,842832,843359,528,MEG_8654|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_8654|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,645,839298,839942,+
Escherichia_coli_B766,E.coli.B766.final.genome,844985,845317,333,MEG_2698|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|EBRB,MEG_2698|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|EBRB,357,841568,841924,+
Escherichia_coli_B766,E.coli.B766.final.genome,845421,845759,339,MEG_3810|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,MEG_3810|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,1218,842028,843245,+
Escherichia_coli_B766,E.coli.B766.final.genome,851367,851787,421,MEG_2504|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2504|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,474,848853,849326,+
Escherichia_coli_B766,E.coli.B766.final.genome,851800,853089,1290,MEG_6087|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,MEG_6087|Drugs|Rifampin|Rifampin_phosphotransferase|RPH,2619,849339,851957,+
Escherichia_coli_B766,E.coli.B766.final.genome,853143,853496,354,MEG_4054|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,MEG_4054|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,2643,852011,854653,+
Escherichia_coli_B766,E.coli.B766.final.genome,862711,864210,1500,MEG_2556|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,MEG_2556|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,534,863868,864401,+
Escherichia_coli_B766,E.coli.B766.final.genome,876968,877369,402,MEG_3597|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LMRD,MEG_3597|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LMRD,1995,877159,879153,+
Escherichia_coli_B766,E.coli.B766.final.genome,877375,882290,4916,MEG_2061|Metals|Copper_resistance|Copper_resistance_protein|COPK,MEG_2061|Metals|Copper_resistance|Copper_resistance_protein|COPK,285,879159,879443,+
Escherichia_coli_B766,E.coli.B766.final.genome,887308,889506,2199,MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,MEG_4170|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKC,834,884461,885294,+
Escherichia_coli_B766,E.coli.B766.final.genome,1012888,1013520,633,MEG_5888|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,MEG_5888|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,645,1008676,1009320,+
Escherichia_coli_B766,E.coli.B766.final.genome,1045404,1045829,426,MEG_2569|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,MEG_2569|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,237,1041204,1041440,+
Escherichia_coli_B766,E.coli.B766.final.genome,1066401,1069505,3105,MEG_7247|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ,MEG_7247|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ,1251,1062012,1063262,+
Escherichia_coli_B766,E.coli.B766.final.genome,1069517,1070674,1158,MEG_7804|Drugs|Mycobacterium_tuberculosis-specific_Drug|Viomycin_phosphotransferases|VPH,MEG_7804|Drugs|Mycobacterium_tuberculosis-specific_Drug|Viomycin_phosphotransferases|VPH,864,1063274,1064137,+
Escherichia_coli_B766,E.coli.B766.final.genome,1071073,1071735,663,MEG_1215|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRC,MEG_1215|Drugs|Bacitracin|Bacitracin_ABC_transporter|BCRC,612,1064536,1065147,+
Escherichia_coli_B766,E.coli.B766.final.genome,1098737,1099051,315,MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG,MEG_722|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|ALMG,822,1092149,1092970,+
Escherichia_coli_B766,E.coli.B766.final.genome,1268296,1269060,765,MEG_4185|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIME,MEG_4185|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIME,458,1262215,1262672,+
Escherichia_coli_B766,E.coli.B766.final.genome,1280655,1281474,820,MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,3147,1274267,1277413,+
Escherichia_coli_B766,E.coli.B766.final.genome,1300107,1300904,798,MEG_1168|Biocides|Naphthoquinone|Naphthoquinone_resistance_protein|ARSHN,MEG_1168|Biocides|Naphthoquinone|Naphthoquinone_resistance_protein|ARSHN,621,1296046,1296666,+
Escherichia_coli_B766,E.coli.B766.final.genome,1305180,1305321,142,MEG_2011|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CNRH,MEG_2011|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|CNRH,576,1300942,1301517,+
Escherichia_coli_B766,E.coli.B766.final.genome,1313754,1314146,393,MEG_6649|Drugs|Tetracenomycin|Tetracenomycin_MFS_efflux_pump|TCMA,MEG_6649|Drugs|Tetracenomycin|Tetracenomycin_MFS_efflux_pump|TCMA,1617,1309950,1311566,+
Escherichia_coli_B766,E.coli.B766.final.genome,1344830,1346322,1493,MEG_6028|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,MEG_6028|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,657,1342250,1342906,+
Escherichia_coli_B766,E.coli.B766.final.genome,1461811,1462521,711,MEG_7209|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,MEG_7209|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1920,1458395,1460314,+
Escherichia_coli_B766,E.coli.B766.final.genome,1687547,1688575,1029,MEG_5404|Drugs|betalactams|Penicillin_binding_protein|PBP2,MEG_5404|Drugs|betalactams|Penicillin_binding_protein|PBP2,1998,1685340,1687337,+
Escherichia_coli_B766,E.coli.B766.final.genome,1754313,1755851,1539,MEG_2077|Metals|Copper_resistance|Copper_resistance_regulator|COPS,MEG_2077|Metals|Copper_resistance|Copper_resistance_regulator|COPS,1464,1753075,1754538,+
Escherichia_coli_B766,E.coli.B766.final.genome,1755868,1757040,1173,MEG_2914|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,MEG_2914|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,1215,1754555,1755769,+
Escherichia_coli_B766,E.coli.B766.final.genome,1757167,1757697,531,MEG_11359|Drugs|Organoarsenicals|Arsinothricin_resistance_N-acetyltransferases|ARSN1,MEG_11359|Drugs|Organoarsenicals|Arsinothricin_resistance_N-acetyltransferases|ARSN1,510,1755896,1756405,+
Escherichia_coli_B766,E.coli.B766.final.genome,1801410,1802093,684,MEG_1764|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,MEG_1764|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,1260,1800118,1801377,+
Escherichia_coli_B766,E.coli.B766.final.genome,1938806,1939282,477,MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,426,1938090,1938515,+
Escherichia_coli_B766,E.coli.B766.final.genome,1960739,1963852,3114,MEG_9974|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG,MEG_9974|Biocides|Phenolic_compound_resistance|Triclosan-resistant_mutation|FABG,744,1959972,1960715,+
Escherichia_coli_B766,E.coli.B766.final.genome,1994970,1996274,1305,MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,987,1991833,1992819,+
Escherichia_coli_B766,E.coli.B766.final.genome,2025234,2026472,1239,MEG_1710|Metals|Chromium_resistance|Chromium_resistance_protein|CHRB1,MEG_1710|Metals|Chromium_resistance|Chromium_resistance_protein|CHRB1,975,2021779,2022753,+
Escherichia_coli_B766,E.coli.B766.final.genome,2043314,2044552,1239,MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,789,2039595,2040383,+
Escherichia_coli_B766,E.coli.B766.final.genome,2068051,2071644,3594,MEG_1562|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,MEG_1562|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,642,2063882,2064523,+
Escherichia_coli_B766,E.coli.B766.final.genome,2071649,2072263,615,MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,MEG_5416|Metals|Copper_resistance|Copper_resistance_protein|PCOA,1818,2064528,2066345,+
Escherichia_coli_B766,E.coli.B766.final.genome,2072679,2075380,2702,MEG_2726|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRBSM,MEG_2726|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRBSM,1587,2066761,2068347,+
Escherichia_coli_B766,E.coli.B766.final.genome,2216368,2217336,969,MEG_6562|Metals|Chromium_resistance|Chromium_resistance_protein|SRPCC,MEG_6562|Metals|Chromium_resistance|Chromium_resistance_protein|SRPCC,1182,2209335,2210516,+
Escherichia_coli_B766,E.coli.B766.final.genome,2260557,2260800,244,MEG_8800|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,MEG_8800|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,1626,2253737,2255362,+
Escherichia_coli_B766,E.coli.B766.final.genome,2261085,2261320,236,MEG_7779|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,MEG_7779|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEA,1140,2255647,2256786,+
Escherichia_coli_B766,E.coli.B766.final.genome,2264412,2266055,1644,MEG_1125|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,MEG_1125|Drugs|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,453,2259878,2260330,+
Escherichia_coli_B766,E.coli.B766.final.genome,2291328,2292518,1191,MEG_3859|Metals|Mercury_resistance|Mercury_resistance_protein|MERC,MEG_3859|Metals|Mercury_resistance|Mercury_resistance_protein|MERC,435,2285603,2286037,+
Escherichia_coli_B766,E.coli.B766.final.genome,2384587,2384925,339,MEG_6514|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITB,MEG_6514|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITB,822,2378106,2378927,+
Escherichia_coli_B766,E.coli.B766.final.genome,2385144,2385968,825,MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,MEG_7811|Metals|Iron_resistance|Iron_resistance_protein|YBTP,1803,2379146,2380948,+
Escherichia_coli_B766,E.coli.B766.final.genome,2386089,2386361,273,MEG_4005|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,MEG_4005|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,690,2381069,2381758,+
